,theta_0,theta_1,t_miqp,obj_miqp,s_miqp,t_qp,obj_qp,s_qp,t_qp_dt,obj_qp_dt,s_qp_dt,t_qp_rf,obj_qp_rf,s_qp_rf
15,0.24080687704912063,0.2024637734720346,0.07940101623535156,0.02355060911855595,2,0.00546717643737793,0.024888492238785923,2,0.0036230087280273438,0.023551249333513144,2,0.003349781036376953,0.023551249333513144,2
16,0.4920715996757914,0.598884791938913,0.05948209762573242,0.4744703817854785,2,0.0043451786041259766,0.4744703889260044,2,0.003865957260131836,0.4744703889260044,2,0.003744840621948242,0.4744703889260044,2
17,0.5316327284539012,0.3763833269198915,0.07029509544372559,0.26864970197468807,2,0.003961086273193359,0.26864970692506174,2,0.0034589767456054688,0.26864970692506174,2,0.0037147998809814453,0.26864970692506174,2
18,0.23586581401981843,0.6975983646131366,0.0680849552154541,0.39170914539579216,2,0.004621028900146484,0.39170915220677527,2,0.0022661685943603516,0.3917274417677159,2,0.002146005630493164,0.3917274417677159,2
19,0.05539385674971542,0.7315624911389436,0.05294990539550781,0.3733493926765651,2,0.0026030540466308594,0.37334908417692175,2,0.0020530223846435547,0.37334908417692175,2,0.019651174545288086,0.3796867225529631,2
20,0.9540389912368992,0.3913041293277494,0.07272601127624512,0.8988278313712514,2,0.0032999515533447266,0.8988369350592048,2,0.002708911895751953,0.8988369350592048,2,0.0027511119842529297,0.8988369350592048,2
21,0.4084318792634186,0.07320439410650526,0.043627023696899414,0.06573163034478778,2,0.0041768550872802734,0.0657316352636244,2,0.003576040267944336,0.0657316352636244,2,0.0037021636962890625,0.0657316352636244,2
22,0.8079106314766984,0.331869614565495,0.0779869556427002,0.5915362191125985,2,0.0038089752197265625,0.5915420357482506,2,0.003247976303100586,0.5915420357482506,2,0.0033969879150390625,0.5915420357482506,2
23,0.046968321195989926,0.4769940034700394,0.055422067642211914,0.10656959971312546,2,0.018122196197509766,0.10656925056664389,2,0.01798701286315918,0.10750228426426343,2,0.016995906829833984,0.10750228426426343,2
24,0.4529844751027776,0.35762490964062743,0.08596992492675781,0.18927428334788524,2,0.004312038421630859,0.1892797803621824,2,0.0038709640502929688,0.1892797803621824,2,0.004071950912475586,0.1892797803621824,2
